Posição no depósito;Corr.pos.dep.;Col.posição depósito;Nível pos.dep.;Subdiv.pos.dep.;Tipo de depósito;Área armazmto.;Tp.posição depósito
018-044-060-001;018;044;060;001;0010;PERF;P136
018-044-070-001;018;044;070;001;0010;PERF;P160
018-044-080-001;018;044;080;001;0010;PERF;P200
018-045-010-001;018;045;010;001;0010;PERF;P080
018-045-020-001;018;045;020;001;0010;PERF;P080
018-045-030-001;018;045;030;001;0010;PERF;P080
018-045-040-001;018;045;040;001;0010;PERF;P136
018-045-050-001;018;045;050;001;0010;PERF;P136
018-045-060-001;018;045;060;001;0010;PERF;P136
018-045-070-001;018;045;070;001;0010;PERF;P160
018-045-080-001;018;045;080;001;0010;PERF;P200
018-046-010-001;018;046;010;001;0010;PERF;P080
018-046-020-001;018;046;020;001;0010;PERF;P080
018-046-030-001;018;046;030;001;0010;PERF;P080
018-046-040-001;018;046;040;001;0010;PERF;P136
018-046-050-001;018;046;050;001;0010;PERF;P136
018-046-060-001;018;046;060;001;0010;PERF;P136
018-046-070-001;018;046;070;001;0010;PERF;P160
018-046-080-001;018;046;080;001;0010;PERF;P200
018-047-010-001;018;047;010;001;0010;PERF;P080
018-047-020-001;018;047;020;001;0010;PERF;P080
018-047-030-001;018;047;030;001;0010;PERF;P080
018-047-040-001;018;047;040;001;0010;PERF;P136
018-047-050-001;018;047;050;001;0010;PERF;P136
018-047-060-001;018;047;060;001;0010;PERF;P136
018-047-070-001;018;047;070;001;0010;PERF;P160
018-047-080-001;018;047;080;001;0010;PERF;P200
018-048-010-001;018;048;010;001;0010;PERF;P080
018-048-020-001;018;048;020;001;0010;PERF;P080
018-048-030-001;018;048;030;001;0010;PERF;P080
018-048-040-001;018;048;040;001;0010;PERF;P136
018-048-050-001;018;048;050;001;0010;PERF;P136
018-048-060-001;018;048;060;001;0010;PERF;P136
018-048-070-001;018;048;070;001;0010;PERF;P160
018-048-080-001;018;048;080;001;0010;PERF;P200
018-049-010-001;018;049;010;001;0010;PERF;P080
018-049-020-001;018;049;020;001;0010;PERF;P080
018-049-030-001;018;049;030;001;0010;PERF;P080
018-049-040-001;018;049;040;001;0010;PERF;P136
018-049-050-001;018;049;050;001;0010;PERF;P136
018-049-060-001;018;049;060;001;0010;PERF;P136
018-049-070-001;018;049;070;001;0010;PERF;P160
018-049-080-001;018;049;080;001;0010;PERF;P200
018-050-010-001;018;050;010;001;0010;PERF;P080
018-050-020-001;018;050;020;001;0010;PERF;P080
018-050-030-001;018;050;030;001;0010;PERF;P080
018-050-040-001;018;050;040;001;0010;PERF;P136
018-050-050-001;018;050;050;001;0010;PERF;P136
018-050-060-001;018;050;060;001;0010;PERF;P136
018-050-070-001;018;050;070;001;0010;PERF;P160
018-050-080-001;018;050;080;001;0010;PERF;P200
018-051-010-001;018;051;010;001;0010;PERF;P080
018-051-020-001;018;051;020;001;0010;PERF;P080
018-051-030-001;018;051;030;001;0010;PERF;P080
018-051-040-001;018;051;040;001;0010;PERF;P136
018-051-050-001;018;051;050;001;0010;PERF;P136
018-051-060-001;018;051;060;001;0010;PERF;P136
018-051-070-001;018;051;070;001;0010;PERF;P160
018-051-080-001;018;051;080;001;0010;PERF;P200
018-052-010-001;018;052;010;001;0010;PERF;P080
018-052-020-001;018;052;020;001;0010;PERF;P080
018-052-030-001;018;052;030;001;0010;PERF;P080
018-052-040-001;018;052;040;001;0010;PERF;P136
018-052-050-001;018;052;050;001;0010;PERF;P136
018-052-060-001;018;052;060;001;0010;PERF;P136
018-052-070-001;018;052;070;001;0010;PERF;P160
018-052-080-001;018;052;080;001;0010;PERF;P200
018-053-010-001;018;053;010;001;0010;PERF;P080
018-053-020-001;018;053;020;001;0010;PERF;P080
018-053-030-001;018;053;030;001;0010;PERF;P080
018-053-040-001;018;053;040;001;0010;PERF;P136
018-053-050-001;018;053;050;001;0010;PERF;P136
018-053-060-001;018;053;060;001;0010;PERF;P136
018-053-070-001;018;053;070;001;0010;PERF;P160
018-053-080-001;018;053;080;001;0010;PERF;P200
018-054-010-001;018;054;010;001;0010;PERF;P080
018-054-020-001;018;054;020;001;0010;PERF;P080
018-054-030-001;018;054;030;001;0010;PERF;P080
018-054-040-001;018;054;040;001;0010;PERF;P136
018-054-050-001;018;054;050;001;0010;PERF;P136
018-054-060-001;018;054;060;001;0010;PERF;P136
018-054-070-001;018;054;070;001;0010;PERF;P160
018-054-080-001;018;054;080;001;0010;PERF;P200
018-055-050-001;018;055;050;001;0010;PERF;P136
018-055-060-001;018;055;060;001;0010;PERF;P136
018-055-070-001;018;055;070;001;0010;PERF;P160
018-055-080-001;018;055;080;001;0010;PERF;P200
018-056-050-001;018;056;050;001;0010;PERF;P136
018-056-060-001;018;056;060;001;0010;PERF;P136
018-056-070-001;018;056;070;001;0010;PERF;P160
018-056-080-001;018;056;080;001;0010;PERF;P200
018-057-050-001;018;057;050;001;0010;PERF;P136
018-057-060-001;018;057;060;001;0010;PERF;P136
018-057-070-001;018;057;070;001;0010;PERF;P160
018-057-080-001;018;057;080;001;0010;PERF;P200
018-058-050-001;018;058;050;001;0010;PERF;P136
018-058-060-001;018;058;060;001;0010;PERF;P136
018-058-070-001;018;058;070;001;0010;PERF;P160
018-058-080-001;018;058;080;001;0010;PERF;P200
018-059-050-001;018;059;050;001;0010;PERF;P136
018-059-060-001;018;059;060;001;0010;PERF;P136
018-059-070-001;018;059;070;001;0010;PERF;P160
018-059-080-001;018;059;080;001;0010;PERF;P200
018-060-050-001;018;060;050;001;0010;PERF;P136
018-060-060-001;018;060;060;001;0010;PERF;P136
018-060-070-001;018;060;070;001;0010;PERF;P160
018-060-080-001;018;060;080;001;0010;PERF;P200
018-061-010-001;018;061;010;001;0010;PERF;P080
018-061-020-001;018;061;020;001;0010;PERF;P080
018-061-030-001;018;061;030;001;0010;PERF;P080
018-061-040-001;018;061;040;001;0010;PERF;P136
018-061-050-001;018;061;050;001;0010;PERF;P136
018-061-060-001;018;061;060;001;0010;PERF;P136
018-061-070-001;018;061;070;001;0010;PERF;P160
018-061-080-001;018;061;080;001;0010;PERF;P200
018-062-010-001;018;062;010;001;0010;PERF;P080
018-062-020-001;018;062;020;001;0010;PERF;P080
018-062-030-001;018;062;030;001;0010;PERF;P080
018-062-040-001;018;062;040;001;0010;PERF;P136
018-062-050-001;018;062;050;001;0010;PERF;P136
018-062-060-001;018;062;060;001;0010;PERF;P136
018-062-070-001;018;062;070;001;0010;PERF;P160
018-062-080-001;018;062;080;001;0010;PERF;P200
018-063-010-001;018;063;010;001;0010;PERF;P080
018-063-020-001;018;063;020;001;0010;PERF;P080
018-063-030-001;018;063;030;001;0010;PERF;P080
018-063-040-001;018;063;040;001;0010;PERF;P136
018-063-050-001;018;063;050;001;0010;PERF;P136
018-063-060-001;018;063;060;001;0010;PERF;P136
018-063-070-001;018;063;070;001;0010;PERF;P160
018-063-080-001;018;063;080;001;0010;PERF;P200
018-064-010-001;018;064;010;001;0010;PERF;P080
018-064-020-001;018;064;020;001;0010;PERF;P080
018-064-030-001;018;064;030;001;0010;PERF;P080
018-064-040-001;018;064;040;001;0010;PERF;P136
018-064-050-001;018;064;050;001;0010;PERF;P136
018-064-060-001;018;064;060;001;0010;PERF;P136
018-064-070-001;018;064;070;001;0010;PERF;P160
018-064-080-001;018;064;080;001;0010;PERF;P200
018-065-010-001;018;065;010;001;0010;PERF;P080
018-065-020-001;018;065;020;001;0010;PERF;P080
018-065-030-001;018;065;030;001;0010;PERF;P080
018-065-040-001;018;065;040;001;0010;PERF;P136
018-065-050-001;018;065;050;001;0010;PERF;P136
018-065-060-001;018;065;060;001;0010;PERF;P136
018-065-070-001;018;065;070;001;0010;PERF;P160
018-065-080-001;018;065;080;001;0010;PERF;P200
018-066-010-001;018;066;010;001;0010;PERF;P080
018-066-020-001;018;066;020;001;0010;PERF;P080
018-066-030-001;018;066;030;001;0010;PERF;P080
018-066-040-001;018;066;040;001;0010;PERF;P136
018-066-050-001;018;066;050;001;0010;PERF;P136
018-066-060-001;018;066;060;001;0010;PERF;P136
018-066-070-001;018;066;070;001;0010;PERF;P160
018-066-080-001;018;066;080;001;0010;PERF;P200
018-067-010-001;018;067;010;001;0010;PERF;P080
018-067-020-001;018;067;020;001;0010;PERF;P080
018-067-030-001;018;067;030;001;0010;PERF;P080
018-067-040-001;018;067;040;001;0010;PERF;P136
018-067-050-001;018;067;050;001;0010;PERF;P136
018-067-060-001;018;067;060;001;0010;PERF;P136
018-067-070-001;018;067;070;001;0010;PERF;P160
018-067-080-001;018;067;080;001;0010;PERF;P200
018-068-010-001;018;068;010;001;0010;PERF;P080
018-068-020-001;018;068;020;001;0010;PERF;P080
018-068-030-001;018;068;030;001;0010;PERF;P080
018-068-040-001;018;068;040;001;0010;PERF;P136
018-068-050-001;018;068;050;001;0010;PERF;P136
018-068-060-001;018;068;060;001;0010;PERF;P136
018-068-070-001;018;068;070;001;0010;PERF;P160
018-068-080-001;018;068;080;001;0010;PERF;P200
018-069-010-001;018;069;010;001;0010;PERF;P080
018-069-020-001;018;069;020;001;0010;PERF;P080
018-069-030-001;018;069;030;001;0010;PERF;P080
018-069-040-001;018;069;040;001;0010;PERF;P136
018-069-050-001;018;069;050;001;0010;PERF;P136
018-069-060-001;018;069;060;001;0010;PERF;P136
018-069-070-001;018;069;070;001;0010;PERF;P160
018-069-080-001;018;069;080;001;0010;PERF;P200
018-070-010-001;018;070;010;001;0010;PERF;P080
018-070-020-001;018;070;020;001;0010;PERF;P080
018-070-030-001;018;070;030;001;0010;PERF;P080
018-070-040-001;018;070;040;001;0010;PERF;P136
018-070-050-001;018;070;050;001;0010;PERF;P136
018-070-060-001;018;070;060;001;0010;PERF;P136
018-070-070-001;018;070;070;001;0010;PERF;P160
018-070-080-001;018;070;080;001;0010;PERF;P200
018-071-010-001;018;071;010;001;0010;PERF;P080
018-071-020-001;018;071;020;001;0010;PERF;P080
018-071-030-001;018;071;030;001;0010;PERF;P080
018-071-040-001;018;071;040;001;0010;PERF;P136
018-071-050-001;018;071;050;001;0010;PERF;P136
018-071-060-001;018;071;060;001;0010;PERF;P136
018-071-070-001;018;071;070;001;0010;PERF;P160
018-071-080-001;018;071;080;001;0010;PERF;P200
018-072-010-001;018;072;010;001;0010;PERF;P080
018-072-020-001;018;072;020;001;0010;PERF;P080
018-072-030-001;018;072;030;001;0010;PERF;P080
018-072-040-001;018;072;040;001;0010;PERF;P136
018-072-050-001;018;072;050;001;0010;PERF;P136
018-072-060-001;018;072;060;001;0010;PERF;P136
018-072-070-001;018;072;070;001;0010;PERF;P160
018-072-080-001;018;072;080;001;0010;PERF;P200
018-073-010-001;018;073;010;001;0010;PERF;P080
018-073-020-001;018;073;020;001;0010;PERF;P080
018-073-030-001;018;073;030;001;0010;PERF;P080
018-073-040-001;018;073;040;001;0010;PERF;P136
018-073-050-001;018;073;050;001;0010;PERF;P136
018-073-060-001;018;073;060;001;0010;PERF;P136
018-073-070-001;018;073;070;001;0010;PERF;P160
018-073-080-001;018;073;080;001;0010;PERF;P200
018-074-010-001;018;074;010;001;0010;PERF;P080
018-074-020-001;018;074;020;001;0010;PERF;P080
018-074-030-001;018;074;030;001;0010;PERF;P080
018-074-040-001;018;074;040;001;0010;PERF;P136
018-074-050-001;018;074;050;001;0010;PERF;P136
018-074-060-001;018;074;060;001;0010;PERF;P136
018-074-070-001;018;074;070;001;0010;PERF;P160
018-074-080-001;018;074;080;001;0010;PERF;P200
018-075-010-001;018;075;010;001;0010;PERF;P080
018-075-020-001;018;075;020;001;0010;PERF;P080
018-075-030-001;018;075;030;001;0010;PERF;P080
018-075-040-001;018;075;040;001;0010;PERF;P136
018-075-050-001;018;075;050;001;0010;PERF;P136
018-075-060-001;018;075;060;001;0010;PERF;P136
018-075-070-001;018;075;070;001;0010;PERF;P160
018-075-080-001;018;075;080;001;0010;PERF;P200
018-076-010-001;018;076;010;001;0010;PERF;P080
018-076-020-001;018;076;020;001;0010;PERF;P080
018-076-030-001;018;076;030;001;0010;PERF;P080
018-076-040-001;018;076;040;001;0010;PERF;P136
018-076-050-001;018;076;050;001;0010;PERF;P136
018-076-060-001;018;076;060;001;0010;PERF;P136
018-076-070-001;018;076;070;001;0010;PERF;P160
018-076-080-001;018;076;080;001;0010;PERF;P200
018-077-010-001;018;077;010;001;0010;PERF;P080
018-077-020-001;018;077;020;001;0010;PERF;P080
018-077-030-001;018;077;030;001;0010;PERF;P080
018-077-040-001;018;077;040;001;0010;PERF;P136
018-077-050-001;018;077;050;001;0010;PERF;P136
018-077-060-001;018;077;060;001;0010;PERF;P136
018-077-070-001;018;077;070;001;0010;PERF;P160
018-077-080-001;018;077;080;001;0010;PERF;P200
018-078-010-001;018;078;010;001;0010;PERF;P080
018-078-020-001;018;078;020;001;0010;PERF;P080
018-078-030-001;018;078;030;001;0010;PERF;P080
018-078-040-001;018;078;040;001;0010;PERF;P136
018-078-050-001;018;078;050;001;0010;PERF;P136
018-078-060-001;018;078;060;001;0010;PERF;P136
018-078-070-001;018;078;070;001;0010;PERF;P160
018-078-080-001;018;078;080;001;0010;PERF;P200
018-079-010-001;018;079;010;001;0010;PERF;P080
018-079-020-001;018;079;020;001;0010;PERF;P080
018-079-030-001;018;079;030;001;0010;PERF;P080
018-079-040-001;018;079;040;001;0010;PERF;P136
018-079-050-001;018;079;050;001;0010;PERF;P136
018-079-060-001;018;079;060;001;0010;PERF;P136
018-079-070-001;018;079;070;001;0010;PERF;P160
018-079-080-001;018;079;080;001;0010;PERF;P200
018-080-010-001;018;080;010;001;0010;PERF;P080
018-080-020-001;018;080;020;001;0010;PERF;P080
018-080-030-001;018;080;030;001;0010;PERF;P080
018-080-040-001;018;080;040;001;0010;PERF;P136
018-080-050-001;018;080;050;001;0010;PERF;P136
018-080-060-001;018;080;060;001;0010;PERF;P136
018-080-070-001;018;080;070;001;0010;PERF;P160
018-080-080-001;018;080;080;001;0010;PERF;P200
018-081-010-001;018;081;010;001;0010;PERF;P080
018-081-020-001;018;081;020;001;0010;PERF;P080
018-081-030-001;018;081;030;001;0010;PERF;P080
018-081-040-001;018;081;040;001;0010;PERF;P136
018-081-050-001;018;081;050;001;0010;PERF;P136
018-081-060-001;018;081;060;001;0010;PERF;P136
018-081-070-001;018;081;070;001;0010;PERF;P160
018-081-080-001;018;081;080;001;0010;PERF;P200
018-082-010-001;018;082;010;001;0010;PERF;P080
018-082-020-001;018;082;020;001;0010;PERF;P080
018-082-030-001;018;082;030;001;0010;PERF;P080
018-082-040-001;018;082;040;001;0010;PERF;P136
018-082-050-001;018;082;050;001;0010;PERF;P136
018-082-060-001;018;082;060;001;0010;PERF;P136
018-082-070-001;018;082;070;001;0010;PERF;P160
018-082-080-001;018;082;080;001;0010;PERF;P200
018-083-010-001;018;083;010;001;0010;PERF;P080
018-083-020-001;018;083;020;001;0010;PERF;P080
018-083-030-001;018;083;030;001;0010;PERF;P080
018-083-040-001;018;083;040;001;0010;PERF;P136
018-083-050-001;018;083;050;001;0010;PERF;P136
018-083-060-001;018;083;060;001;0010;PERF;P136
018-083-070-001;018;083;070;001;0010;PERF;P160
018-083-080-001;018;083;080;001;0010;PERF;P200
018-084-010-001;018;084;010;001;0010;PERF;P080
018-084-020-001;018;084;020;001;0010;PERF;P080
018-084-030-001;018;084;030;001;0010;PERF;P080
018-084-040-001;018;084;040;001;0010;PERF;P136
018-084-050-001;018;084;050;001;0010;PERF;P136
018-084-060-001;018;084;060;001;0010;PERF;P136
018-084-070-001;018;084;070;001;0010;PERF;P160
018-084-080-001;018;084;080;001;0010;PERF;P200
018-085-010-001;018;085;010;001;0010;PERF;P080
018-085-020-001;018;085;020;001;0010;PERF;P080
018-085-030-001;018;085;030;001;0010;PERF;P080
018-085-040-001;018;085;040;001;0010;PERF;P136
018-085-050-001;018;085;050;001;0010;PERF;P136
018-085-060-001;018;085;060;001;0010;PERF;P136
018-085-070-001;018;085;070;001;0010;PERF;P160
018-085-080-001;018;085;080;001;0010;PERF;P200
018-086-010-001;018;086;010;001;0010;PERF;P080
018-086-020-001;018;086;020;001;0010;PERF;P080
018-086-030-001;018;086;030;001;0010;PERF;P080
018-086-040-001;018;086;040;001;0010;PERF;P136
018-086-050-001;018;086;050;001;0010;PERF;P136
018-086-060-001;018;086;060;001;0010;PERF;P136
018-086-070-001;018;086;070;001;0010;PERF;P160
018-086-080-001;018;086;080;001;0010;PERF;P200
018-087-010-001;018;087;010;001;0010;PERF;P080
018-087-020-001;018;087;020;001;0010;PERF;P080
018-087-030-001;018;087;030;001;0010;PERF;P080
018-087-040-001;018;087;040;001;0010;PERF;P136
018-087-050-001;018;087;050;001;0010;PERF;P136
018-087-060-001;018;087;060;001;0010;PERF;P136
018-087-070-001;018;087;070;001;0010;PERF;P160
018-087-080-001;018;087;080;001;0010;PERF;P200
018-088-010-001;018;088;010;001;0010;PERF;P080
018-088-020-001;018;088;020;001;0010;PERF;P080
018-088-030-001;018;088;030;001;0010;PERF;P080
018-088-040-001;018;088;040;001;0010;PERF;P136
018-088-050-001;018;088;050;001;0010;PERF;P136
018-088-060-001;018;088;060;001;0010;PERF;P136
018-088-070-001;018;088;070;001;0010;PERF;P160
018-088-080-001;018;088;080;001;0010;PERF;P200
018-089-010-001;018;089;010;001;0010;PERF;P080
018-089-020-001;018;089;020;001;0010;PERF;P080
018-089-030-001;018;089;030;001;0010;PERF;P080
018-089-040-001;018;089;040;001;0010;PERF;P136
018-089-050-001;018;089;050;001;0010;PERF;P136
018-089-060-001;018;089;060;001;0010;PERF;P136
018-089-070-001;018;089;070;001;0010;PERF;P160
018-089-080-001;018;089;080;001;0010;PERF;P200
018-090-010-001;018;090;010;001;0010;PERF;P080
018-090-020-001;018;090;020;001;0010;PERF;P080
018-090-030-001;018;090;030;001;0010;PERF;P080
018-090-040-001;018;090;040;001;0010;PERF;P136
018-090-050-001;018;090;050;001;0010;PERF;P136
018-090-060-001;018;090;060;001;0010;PERF;P136
018-090-070-001;018;090;070;001;0010;PERF;P160
018-090-080-001;018;090;080;001;0010;PERF;P200
018-091-010-001;018;091;010;001;0010;PERF;P080
018-091-020-001;018;091;020;001;0010;PERF;P080
018-091-030-001;018;091;030;001;0010;PERF;P080
018-091-040-001;018;091;040;001;0010;PERF;P136
018-091-050-001;018;091;050;001;0010;PERF;P136
018-091-060-001;018;091;060;001;0010;PERF;P136
018-091-070-001;018;091;070;001;0010;PERF;P160
018-091-080-001;018;091;080;001;0010;PERF;P200
018-092-010-001;018;092;010;001;0010;PERF;P080
018-092-020-001;018;092;020;001;0010;PERF;P080
018-092-030-001;018;092;030;001;0010;PERF;P080
018-092-040-001;018;092;040;001;0010;PERF;P136
018-092-050-001;018;092;050;001;0010;PERF;P136
018-092-060-001;018;092;060;001;0010;PERF;P136
018-092-070-001;018;092;070;001;0010;PERF;P160
018-092-080-001;018;092;080;001;0010;PERF;P200
018-093-010-001;018;093;010;001;0010;PERF;P080
018-093-020-001;018;093;020;001;0010;PERF;P080
018-093-030-001;018;093;030;001;0010;PERF;P080
018-093-040-001;018;093;040;001;0010;PERF;P136
018-093-050-001;018;093;050;001;0010;PERF;P136
018-093-060-001;018;093;060;001;0010;PERF;P136
018-093-070-001;018;093;070;001;0010;PERF;P160
018-093-080-001;018;093;080;001;0010;PERF;P200
018-094-010-001;018;094;010;001;0010;PERF;P080
018-094-020-001;018;094;020;001;0010;PERF;P080
018-094-030-001;018;094;030;001;0010;PERF;P080
018-094-040-001;018;094;040;001;0010;PERF;P136
018-094-050-001;018;094;050;001;0010;PERF;P136
018-094-060-001;018;094;060;001;0010;PERF;P136
018-094-070-001;018;094;070;001;0010;PERF;P160
018-094-080-001;018;094;080;001;0010;PERF;P200
018-095-010-001;018;095;010;001;0010;PERF;P080
018-095-020-001;018;095;020;001;0010;PERF;P080
018-095-030-001;018;095;030;001;0010;PERF;P080
018-095-040-001;018;095;040;001;0010;PERF;P136
018-095-050-001;018;095;050;001;0010;PERF;P136
018-095-060-001;018;095;060;001;0010;PERF;P136
018-095-070-001;018;095;070;001;0010;PERF;P160
018-095-080-001;018;095;080;001;0010;PERF;P200
018-096-010-001;018;096;010;001;0010;PERF;P080
018-096-020-001;018;096;020;001;0010;PERF;P080
018-096-030-001;018;096;030;001;0010;PERF;P080
018-096-040-001;018;096;040;001;0010;PERF;P136
018-096-050-001;018;096;050;001;0010;PERF;P136
018-096-060-001;018;096;060;001;0010;PERF;P136
018-096-070-001;018;096;070;001;0010;PERF;P160
018-096-080-001;018;096;080;001;0010;PERF;P200
018-097-010-001;018;097;010;001;0010;PERF;P080
018-097-020-001;018;097;020;001;0010;PERF;P080
018-097-030-001;018;097;030;001;0010;PERF;P080
018-097-040-001;018;097;040;001;0010;PERF;P136
018-097-050-001;018;097;050;001;0010;PERF;P136
018-097-060-001;018;097;060;001;0010;PERF;P136
018-097-070-001;018;097;070;001;0010;PERF;P160
018-097-080-001;018;097;080;001;0010;PERF;P200
018-098-010-001;018;098;010;001;0010;PERF;P080
018-098-020-001;018;098;020;001;0010;PERF;P080
018-098-030-001;018;098;030;001;0010;PERF;P080
018-098-040-001;018;098;040;001;0010;PERF;P136
018-098-050-001;018;098;050;001;0010;PERF;P136
018-098-060-001;018;098;060;001;0010;PERF;P136
018-098-070-001;018;098;070;001;0010;PERF;P160
018-098-080-001;018;098;080;001;0010;PERF;P200
018-099-010-001;018;099;010;001;0010;PERF;P080
018-099-020-001;018;099;020;001;0010;PERF;P080
018-099-030-001;018;099;030;001;0010;PERF;P080
018-099-040-001;018;099;040;001;0010;PERF;P136
018-099-050-001;018;099;050;001;0010;PERF;P136
018-099-060-001;018;099;060;001;0010;PERF;P136
018-099-070-001;018;099;070;001;0010;PERF;P160
018-099-080-001;018;099;080;001;0010;PERF;P200
018-100-010-001;018;100;010;001;0010;PERF;P080
018-100-020-001;018;100;020;001;0010;PERF;P080
018-100-030-001;018;100;030;001;0010;PERF;P080
018-100-040-001;018;100;040;001;0010;PERF;P136
